"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"More than 1000",1,3,3,1,3,1,2,1,1,3,3,1,1,1,"From the interviewing advice I've read, health issues should be brought up at the offer stage, not during the interview. If I had a good rapport with the interviewer, I might bring it up in the interview. Otherwise, I wouldn't mention it until offered the job.",1,"Same answer as for physical health issues.",1,2,1,"Yes",30,"Female","United States of America"
"26-100",1,4,4,2,3,1,2,1,1,2,1,2,1,1,"Only if it would affect performance.",2,"",1,2,1,"No",26,"male","United Kingdom"
"More than 1000",1,3,4,1,1,2,2,2,1,3,3,3,2,3,"Anything that would add complications or additional load on my potential employer seems to only have negative ramifications.",2,"I don't trust my employer with that information.",3,4,3,"No",40,"Male","United States of America"
"500-1000",1,2,3,1,1,1,5,3,1,1,1,3,1,2,"It's not a big deal",2,"It carries a stigma",3,2,4,"Yes",30,"male","United States of America"
"500-1000",1,1,3,2,2,2,2,1,1,2,1,2,1,1,"During the interview process I wouldn't yet know details of the company's policy on this.",1,"",2,1,1,"No",35,"Male","Sweden"
"100-500",2,3,2,1,3,1,5,3,1,3,3,3,1,3,"It isn't relevant to my ability as a programmer.",2,"It isn't relevant to my ability as a programmer.",3,4,1,"Yes",34,"Male","United States of America"
"26-100",1,3,2,1,2,2,3,3,2,1,2,3,1,1,"Still too much stigma attached to some physical health issues, e.g. female anatomy-related",2,"Rather not bring up something that would affect my chances of being hired. (Yes, it's illegal to discriminate that way, but that doesn't mean that doesn't happen, yeah?)",5,3,3,"Yes",28,"female","United States of America"
"26-100",1,3,3,1,2,2,2,1,1,2,1,2,1,2,"To make sure that my physical health issues would be accomodated",1,"To ensure that my mental health issues would be accomodated, but it would depend on what the mental health issues I had were",1,2,2,"No",37,"Male","United States of America"
"26-100",1,3,4,1,1,1,4,3,2,3,3,3,1,1,"the world isn't an ideal place, sometimes it is more important to get in the door and ask for forgiveness later than permission up front",2,"massive stigmatization in the ""cult of smart""",3,4,4,"No",35,"M","United States of America"
"6-25",1,4,3,3,3,1,2,1,1,1,1,1,1,1,"To avoid being potentially disqualified due to that fact.",2,"To avoid being disqualified due to that fact.",1,2,2,"No",39,"Male","United States of America"
"6-25",1,2,1,1,1,3,5,2,1,1,2,1,1,1,"",1,"",1,3,3,"Yes",29,"M","United Kingdom"
"6-25",1,1,1,1,1,3,5,1,1,3,1,1,1,1,"they might think i'd be a high-maintenance or expensive hire",1,"it would depend on the severity of the condition, and to what extent it would affect my capability to work",1,1,2,"No",28,"male 9:1 female, roughly","United Kingdom"
"6-25",2,2,4,1,1,2,3,1,1,1,2,1,1,1,"",2,"",1,1,1,"Yes",24,"Male","United Kingdom"
"1-5",1,2,4,1,1,3,1,1,2,1,3,1,2,2,"",3,"",3,4,1,"No",25,"male","India"
"100-500",1,4,4,3,3,1,1,1,1,2,1,2,1,1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",2,1,2,"No",33,"M","United States of America"
"6-25",1,3,3,1,1,1,5,2,1,3,2,1,1,1,"It would probably depend on the specific physical health issue, but I would worry about it affecting my chances to land that job, especially if I would need special treatment / time off of work / etc.",2,"I would definitely think it would affect my chances of getting that job. I feel like there is a good chance it would not be viewed as ""professional"" to bring it up -- I have been penalized in interviews for bringing up semi-personal information before (was going through the end of a 5+ year relationship and in the process of moving. Disclosed that to a potential employer, found out from the recruiter that it was not viewed as ""professional."")",3,2,1,"No",26,"Female","United States of America"
"100-500",1,2,4,1,1,1,5,3,2,3,3,1,1,1,"If I feel comfortable enough with the interviewer. ",2,"Majority of mental health issues, such as depression, bipolar disorder, OCD, schizophrenia are considered a disability. I am afraid that employers might discriminate against what they called ""disabled"" people. I don't even feel comfortable telling my family and friends about my mental health issues.  ",3,4,3,"Yes",22,"female","United States of America"
"100-500",1,3,2,3,3,2,2,1,1,2,1,1,1,1,"",1,"",4,5,3,"Yes",31,"M","Canada"
"26-100",1,3,2,1,1,2,2,1,1,1,1,2,1,1,"If it was going to effect my position, I would bring it up.",1,"If it was going to effect my position, I would bring it up.",1,1,3,"Yes",23,"Female","Canada"
"26-100",1,2,4,2,1,1,4,1,1,2,1,2,1,2,"If it affected my work or was something obvious I would talk about it.",2,"Because I would be scared they would think that it affects my work and I'm not worth hiring.",3,1,1,"Yes",26,"Female","Germany"
"26-100",1,3,2,1,1,2,3,1,1,1,1,1,1,3,"I don't want it held against me",2,"I don't want it held against me",1,2,2,"Yes",26,"Female ","United States of America"
"100-500",2,4,3,1,2,1,5,2,1,1,1,3,1,1,"Stigma with some diseases",2,"Feels like I'm making a mountain out of a molehill",2,1,3,"Yes",30,"Female","United States of America"
"More than 1000",1,4,3,3,2,1,6,2,1,1,2,3,1,1,"",2,"",1,2,1,"No",27,"Male","United States of America"
"More than 1000",1,3,3,3,2,2,3,3,3,3,3,1,1,1,"If I felt the issue would not interfere with my performance I would not bring it up. ",2,"Without knowing the employer's stance in mental health issues I would be reluctant to do anything that might jeopardize the interview. ",3,4,2,"No",44,"Male","United States of America"
"100-500",2,4,3,2,2,1,1,2,1,3,1,2,1,1,"Don't want to get rejected. But want to be fully open, to build trust and don't start a job with any ""secrets""",1,"Don't want to get rejected. But want to be fully open, to build trust and don't start a job with any ""secrets""",1,1,1,"Yes",28,"Male","Netherlands"
"100-500",1,2,4,1,1,1,4,3,2,3,3,3,2,2,"I think they would see it as temporary, maybe even view you as hardy/resilient",2,"Because the employer would use it to measure how competent/high maintenance I was",5,1,3,"Yes",27,"female","United Kingdom"
"1-5",2,4,3,1,1,1,4,2,2,3,3,2,1,3,"Health benefits are expensive and few business hire someone they know will cost them a lot.",2,"I believe it would severely hinder your chances of getting a job",3,4,5,"No",25,"Male","United States of America"
"1-5",2,4,4,2,1,1,4,3,2,2,3,1,1,1,"I would if I got the impression it wouldn't count against me/the interviewer seemed empathetic to that scenario, because that condition might likely mean time away from work to address the issue and I would want to know the policies in place for employees with physical health issues, particularly for chronic illness. ",2,"It's a very personal thing, to talk about a mental health issue. It is harder to talk about because it forces me to tell you something that you otherwise might never know, unlike a physical ailment which could be visible or become visible over time without my consenting to share it. ",1,2,4,"No",36,"F","United States of America"
"26-100",1,3,2,1,1,1,4,3,3,1,2,2,1,1,"",1,"",1,3,3,"Yes",33,"female","United States of America"
"26-100",1,2,4,2,1,1,6,3,3,3,3,1,1,3,"Unless the issue severely stops me from working, I think mentioning it would affect my chances. ",2,"I do not think that they would understand, and it would affect their decision. ",1,2,2,"Yes",36,"Male","United States of America"
"1-5",1,2,1,1,1,3,4,3,1,3,3,1,1,3,"Get the job first.",2,"Keeping it secret is essential to getting & holding jobs at some companies.",5,3,3,"No",36,"M","United States of America"
"More than 1000",2,4,3,1,3,1,3,2,2,3,3,2,1,1,"Depends on the job and organisation",1,"Hard to say. Probably as would jeapodise job",1,4,1,"No",43,"Male","United Kingdom"
"More than 1000",2,2,1,1,1,1,3,3,1,3,3,1,2,3,"Might prejudice hiring decision",2,"Would definitely not be hired",5,4,4,"Yes",32,"Male","United Kingdom"
"1-5",1,1,1,3,3,1,1,1,1,2,1,2,1,1,"depends on whether the health issue would actually affect my job or impede performance",2,"I feel stable on medication right now. I'd only bring it up after accepting the job, if high anxiety occurs",2,5,1,"Yes",22,"woman","United States of America"
"6-25",2,2,1,1,1,1,2,2,2,3,1,1,1,1,"",1,"",1,2,2,"Yes",24,"Male","United States of America"
"500-1000",2,3,2,1,1,1,6,2,1,1,2,1,1,1,"Because, if it were a physical health issue that might affect my job performance, it'd be difficult to hide and a potential might resent the fact that I wasn't forthcoming about it in an interview.",2,"Because, if it were a mental health issue that might affect my job performance, it may be easy to hide, while being forthcoming about it might impact my likelihood to get the job in the first place.",3,2,1,"Yes",34,"Male","United States of America"
"1-5",1,3,2,1,3,2,6,1,1,1,1,1,1,3,"I wouldn't know whether it would affect my changes of getting the job.",2,"I wouldn't know whether it would affect chances of getting employed.",1,2,1,"No",21,"male","United Kingdom"
"26-100",2,2,2,1,1,1,5,3,2,3,2,1,1,1,"People take physical illnesses or injuries seriously. You don't have to look a certain way to be believed to have a physical health issue. People can see it so they believe it. They often can't blame you for it or think you're just making it up ",2,"Are you serious right now? I would never in a million years discuss my mental health issues. I don't need my new employers judging me off the bat and having a reason to not give me the job because someone equally qualified who doesn't over share and talk about their problems is given the job instead of me. I also am lucky that work is a place where I often function better than I do at home. Personally, I do better when I don't allow myself the option to give into depressive episodes at work. But that's just my experience. I've worked at companies where my supervisor knew I was dealing with depression and addiction recovery and it didn't help me at all. He didn't understand and I made it easier for myself to slack off. At my new job I haven't told anyone and Even though I think they'd be more supportive and understanding, I feel better that I keep my personal issues out of the work place. Though I understand completely that other people who have mental health issues are not as lucky to be as functional as I am. ",3,1,3,"Yes",28,"Cis female ","Germany"
"More than 1000",2,3,3,3,2,2,3,3,2,3,3,2,1,2,"doesnt carry the same stigma",2,"stigma",3,2,1,"Yes",36,"male","United States of America"
"26-100",1,3,2,2,2,1,1,1,1,2,1,2,1,2,"",3,"",2,1,1,"No",33,"Male","United States of America"
"26-100",2,3,2,1,1,1,5,2,1,1,2,1,1,1,"",1,"",1,2,2,"Yes",37,"M","United States of America"
"26-100",1,3,2,2,2,1,6,2,2,1,2,2,1,1,"",1,"",3,4,2,"No",29,"male","Canada"
"500-1000",1,3,2,2,2,2,3,2,1,2,2,2,1,2,"",2,"",1,2,2,"Yes",32,"Male","United States of America"
"26-100",1,4,4,1,1,1,2,2,2,3,3,1,2,1,"I would think they don't care about it",2,"I imagine they will dismiss my application",3,4,4,"Yes",33,"M","France"
"More than 1000",2,1,1,1,3,1,4,3,2,3,3,3,1,3,"None of their business, especially if it has no impact on my ability to do the work.",2,"I would be too afraid they wouldn't hire me if I told them.",5,2,3,"Yes",31,"female","United States of America"
"More than 1000",1,3,2,1,2,2,6,2,2,1,2,3,1,1,"If it was a protected disability thing, or if it just came up randomly.  Or if it's not a chronic condition.",1,"If I was ""recovered""",1,2,2,"Yes",34,"Female","United States of America"
"26-100",1,3,4,1,1,1,1,2,1,1,2,2,1,3,"",2,"the large stigma against people with mental health issues",3,4,4,"No",37,"male","United States of America"
"100-500",2,4,4,3,2,2,6,3,2,3,3,1,1,3,"I think it would cause discrimination and get me passed for a job",2,"I wouldn't get the job",3,4,2,"No",38,"Male","United States of America"
"6-25",1,3,2,1,1,1,3,1,1,2,1,2,1,1,"It would depend on the relevance said issue had to the job - for example, I wouldn't feel the need to bring up a knee problem for a desk job interview. If I had a chronic physical health issue that would require me to take breaks or time off, I would be upfront about it. ",1,"Again, it would depend on the relevance. If a mental health issue would in any way effect my life at a the potential job, I would much rather be upfront about my needs and requirements from my employers than try to hide it. If I thought it was irrelevant to the job, I probably wouldn't bring it up during an interview.",1,1,4,"No",26,"Female","Canada"
"More than 1000",1,2,3,1,1,1,2,3,2,3,3,1,1,3,"It has nothing to do with the future job responsibilities ",2,"",5,2,2,"No",37,"Male","Ireland"
"6-25",1,2,3,2,1,1,5,2,1,3,2,1,1,3,"Not sure. Want to put my best foot forward.",2,"Depression is my entire life. Work shouldn't be my life.",5,2,4,"Yes",44,"Male","United States of America"
"100-500",1,3,4,1,2,2,6,2,1,3,3,1,1,1,"",2,"",3,2,1,"Yes",32,"Male","United States of America"
"1-5",1,2,1,1,1,1,1,2,2,3,3,1,2,3,"denial of job oportunity",2,"denial of job",1,1,1,"No",29,"male","Romania"
"26-100",2,2,1,1,1,1,5,2,1,1,3,1,1,1,"I wouldn't want to attach a negative stigma to myself during an interview",2,"I wouldn't want to attach a negative stigma to myself",1,2,3,"Yes",27,"Male","United Kingdom"
"100-500",1,1,1,1,1,1,5,2,1,1,3,3,1,1,"Would depend entirely on the attitude of the person on the other side of the table",2,"Risk of a negative reaction",1,1,3,"Yes",46,"Male","Germany"
"6-25",2,3,3,1,1,1,2,1,1,1,1,1,1,1,"I don't currently have any I'm concerned about.",2,"That's sensitive, and I'd need to know them better first.",1,1,1,"Yes",23,"Male","United States of America"
"100-500",1,3,2,3,2,2,5,2,2,1,1,2,1,2,"I feel dishonest if I do not disclose things up-front",1,"Mental health stigmas mean that I feel uncomfortable discussing mental issues up front",1,1,2,"Yes",37,"Male","United States of America"
"More than 1000",1,3,3,1,2,1,5,2,1,3,3,1,1,3,"Seems irrelevant.",2,"Also irrelevant to getting  a job.",1,4,1,"No",27,"Female","United States of America"
"100-500",1,3,3,1,1,2,1,1,1,2,1,2,1,3,"Seems highly unlikely to be relevant",2,"Also seems highly likely to be irrelevant at the point that I am in an interview. ",4,5,1,"Yes",30,"Female","United States of America"
"100-500",1,4,4,1,1,1,5,2,1,1,3,3,1,1,"It would depend on the specific issue.
If it impacts my work I would mention it. Otherwise I would not.",2,"It should not have an impact on my interview process.",3,2,1,"No",22,"male","Germany"
"1-5",1,4,3,1,1,1,1,1,1,1,2,2,1,1,"If it affected my ability to perform at the job I would bring it up.",1,"I would bring it up if it affected day to day work. Otherwise probably would not because the stigma around it.",1,2,1,"No",27,"Female","United States of America"
"100-500",2,3,2,1,1,2,4,3,1,3,3,1,1,1,"",2,"",3,4,2,"Yes",30,"Male","United States of America"
"6-25",1,4,3,1,1,1,3,1,1,2,1,1,1,2,"If it's relevant to the position ",3,"If it was relevant to the position. ",1,2,1,"No",30,"Male","United States of America"
"6-25",1,4,4,1,1,2,1,1,1,1,1,2,1,3,"",2,"",1,2,1,"No",23,"male","France"
"100-500",1,4,3,1,3,1,2,2,1,1,2,1,1,1,"",1,"",1,1,1,"No",27,"male","United States of America"
"26-100",2,3,3,1,2,2,3,2,2,2,1,1,1,2,"My employer would need to be aware of any limitations that could reasonably affect my work performance",3,"My employer should be aware of any issues that could reasonably affect my performance",1,1,3,"Yes",30,"Male","United States of America"
"6-25",1,4,2,1,1,1,2,1,1,3,2,2,2,3,"",1,"",1,1,1,"Yes",26,"Male","Germany"
"More than 1000",2,3,2,2,2,2,2,1,1,2,1,2,1,2,"",1,"When asked about ""weaknesses"" I am open about my anxiety and what I'm doing to work on it",2,1,1,"Yes",36,"female","United States of America"
"100-500",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"",3,"",1,1,1,"No",42,"Male","United States of America"
"26-100",1,3,2,2,2,1,2,1,1,1,1,2,1,3,"I prefer to keep my health information private as long as it is not actively affecting my job performance at the time of the interview.",2,"I need to establish trust with my employer before I would be willing to discuss my mental health, especially if it was not actively affecting my work performance at the time of the interview.",1,1,4,"Yes",30,"Female","United States of America"
"26-100",1,2,4,1,1,1,2,1,1,1,3,1,1,3,"in order to keep a normal image of myself",2,"see above",1,2,1,"No",37,"male","Germany"
"26-100",1,3,2,1,3,2,1,1,1,1,2,2,1,1,"",1,"It's a rather private manner, which one might not wish to share with everyone if they are in a position where you may not be a part of their team any way.

If an interview succeeds should in most cases not be based on any lingering mental state, and as such one would open up and become vulnerable in a negative way.",2,2,1,"Yes",29,"Male","Norway"
"More than 1000",1,3,2,3,3,1,3,1,1,2,1,2,1,2,"Because if they can't deal with it, then I don't want to work with them.",3,"I would only bring it up if I felt it was going to negatively impact my work. If I knew it was, then it would only be fair to share it up front.",2,1,1,"Yes",32,"Male","United States of America"
"6-25",1,4,4,1,3,1,5,2,1,3,2,1,1,1,"I wouldn't want it to be the reason I was not hired.",1,"I feel it might color the opinion of everything I said or did.",1,4,1,"No",39,"Male","United States of America"
"26-100",1,3,2,1,3,1,2,3,2,3,2,3,1,1,"",2,"afraid of stigma, being seen as less capable",3,2,1,"Yes",33,"F","United States of America"
"More than 1000",2,3,2,1,3,1,5,2,2,1,2,2,1,3,"They might think I'm a hypochondriac",2,"They might think I'm a complainer",3,4,2,"Yes",41,"Female","United States of America"
"More than 1000",1,3,2,3,2,1,3,2,2,1,2,1,1,3,"bias",2,"bias",3,4,1,"Yes",35,"male","United States of America"
"6-25",2,3,2,1,1,3,3,3,2,1,3,3,1,1,"Depending on the interview stage and whether I required an accommodation, I would",2,"I don't know",3,2,3,"Yes",43,"Female","United States of America"
"More than 1000",1,4,3,1,3,1,1,1,1,1,3,1,1,3,"Fear of no offer",2,"No offer",1,1,1,"No",28,"Dude","United States of America"
"100-500",1,3,2,1,1,1,6,3,1,1,2,3,1,1,"Depends on the ability to do the job. If it has no bearing, then I wouldn't discuss it. If I needed accommodations to do the job, I may.",2,"Stigma. Fear of not getting the job. ",1,3,4,"Yes",41,"non-binary","United States of America"
"26-100",1,3,4,2,2,1,6,1,1,2,1,2,1,3,"I feel that is too early in the process. Guess it would depend on how serious I was about working for and how serious a company was about hiring me. ",2,"See above",3,2,1,"No",32,"Male","United States of America"
"100-500",1,4,4,1,3,1,3,1,1,1,1,1,1,1,"If it impacted or could impact my ability to do my job, they should have the right to know about it.",2,"I wouldn't think it relevant to the interview.",1,2,1,"No",29,"Male","United States of America"
"26-100",1,2,4,1,1,3,2,3,2,2,2,3,2,2,"It is what it is. If that causes a problem, I should not work there.",3,"It is what it is. If that causes a problem, I should not work there.",5,2,3,"Yes",38,"male","Netherlands"
"More than 1000",2,3,2,1,2,1,6,2,1,3,3,1,1,1,"",2,"",1,2,1,"No",40,"Male","United Kingdom"
"More than 1000",1,3,3,1,2,2,2,2,2,1,1,1,1,3,"Fear of negative consequences",2,"Taboo subject",3,4,1,"Yes",48,"Male","Germany"
"500-1000",1,4,4,1,3,1,5,2,2,1,2,3,1,1,"It would depend on the position (on-site vs remote) and even then on the ""vibe"" with the interviewer, if I felt a low risk of bringing up the topic.",1,"Same as above",1,2,4,"Yes",40,"Male","Canada"
"100-500",1,3,2,1,3,1,2,2,1,1,2,1,1,1,"depends if it is relevant to my job",2,"because I can't control their reaction and unlike physical disorders which are better understood metal disorders are often less understood and judged more ",3,4,3,"Yes",32,"male","United States of America"
"More than 1000",2,1,3,1,3,1,4,2,1,1,3,1,1,1,"",2,"I would worry that they would not want to hire me because of it. ",1,1,2,"Yes",24,"Female","United States of America"
"26-100",1,3,2,2,2,2,5,1,1,1,2,1,1,3,"I would be concerned that there would be negative bias, even if unintentional.",2,"I would be very concerned about potential negative bias.",4,2,1,"No",40,"male","United States of America"
"More than 1000",1,4,4,1,3,2,3,2,1,3,2,3,1,1,"",2,"",3,4,2,"Yes",34,"m","United States of America"
"100-500",1,3,2,1,1,2,2,1,1,1,1,1,1,3,"",2,"",1,1,2,"Yes",28,"Male","United States of America"
"26-100",1,2,3,1,1,3,2,2,1,1,3,2,1,1,"It would depend on how relevant it would be. ",1,"I don't know if I would do that. ",1,1,1,"No",30,"M","India"
"100-500",1,3,3,2,1,1,1,1,1,1,2,2,1,3,"",2,"",1,2,1,"No",34,"Male","United Kingdom"
"100-500",2,3,3,2,2,1,1,1,1,2,1,2,1,2,"physical health is not always a reason to not being able to work",3,"There is mental health issues in my family",1,1,3,"Yes",33,"Female","Switzerland"
"500-1000",2,4,4,2,2,2,6,1,2,3,1,2,1,1,"As a matter of privacy, I would not.",2,"As a matter of privacy.",1,2,2,"No",34,"m","United States of America"
"More than 1000",2,3,4,1,2,1,6,2,2,1,1,3,1,1,"",2,"",3,4,1,"Yes",37,"male","United States of America"
"100-500",1,3,2,1,3,2,1,1,1,2,1,3,1,3,"Because of the potential for discrimination",2,"Because Of the potential for discrimination",4,5,1,"Yes",35,"Male","United States of America"
"6-25",2,2,1,1,1,1,5,2,3,3,3,3,1,2,"",1,"",3,1,1,"Yes",22,"Male","Brazil"
"More than 1000",2,4,3,1,3,1,4,2,2,3,2,1,1,3,"Afraid of adding something negative to the balance sheet",2,"Afraid to add something negative to the balance sheet",1,2,1,"Yes",45,"Male","United States of America"
"26-100",1,3,2,1,1,1,3,3,2,1,3,3,1,1,"I wouldn't be interested in bringing up a physical health issue unless it was pertinent and affected my ability to work, healthcare coverage, or schedule. ",1,"I would bring up a mental health issue in an interview if it affected my ability to work, healthcare coverage, or schedule. However, unlike physical health issues, it seems clear that mental health issues are strongly affected by stress -- to that end, I would feel comfortable asking about the working conditions of the workplace are such that they actively promote finding the most optimum balance between stress and productivity.",1,1,2,"No",24,"Male","United States of America"
"26-100",1,3,2,3,2,2,1,1,1,2,1,2,1,3,"My interview process involves checking my baggage at the door. If it's someplace I wouldn't feel comfortable bringing that type of thing up after being hired, I don't want to be interviewing there anyway. Trust.",2,"Again, check my baggage at the door. My ADHD and general anxiety are well-managed enough that most of the time, they'll never have to worry about it anyway. At the same time, I'm proactive about bringing it up at my current gig, because I don't want it to be a ""new thing"" if I'm suddenly in a bad way.",2,1,2,"Yes",25,"Male","United States of America"
"26-100",2,4,3,1,1,1,3,1,1,3,3,2,1,1,"It's more likely that I wouldn't think it would be relevant.",2,"I don't feel comfortable talking about mental health issues at all, even less with a stranger interviewing me.",2,1,2,"No",29,"Male","Brazil"
"6-25",1,4,4,1,1,2,5,2,1,1,3,1,1,2,"honesty",3,"honesty",3,2,2,"No",27,"male","France"
"500-1000",2,1,1,3,3,1,4,3,2,3,3,3,1,3,"You don't want to give a potential employer a reason not to hire you.",2,"Same reason as before. Add to that the stigma associated with mental health. Not a good idea. I think employers, especially big companies, see mental health issues like depression as undesirable.",3,4,2,"No",32,"Male","South Africa"
"6-25",1,4,3,1,1,2,3,1,1,1,1,2,1,2,"Honesty",3,"Honesty",1,1,1,"No",42,"male","Canada"
"6-25",1,4,3,1,1,3,4,3,1,1,3,3,1,2,"",1,"",3,1,1,"Yes",29,"Male","Netherlands"
"More than 1000",2,2,4,2,2,1,2,2,1,3,3,1,1,2,"Because you cannot lie about it, since it's gonna show up at some point since physical disorder often comes with not being able to do certain things the same way as people who don't suffer disorders.",3,"I would bring it up because I think it's not right to hide it, even for yourself, you could have an increased stress from trying to hide the disorder which could make your disorder even worse than it should be. Also if a company isn't willing to hire you because you suffer from a mental disorder, it's probably a company you wouldn't want to work for.",1,1,1,"No",23,"Male","France"
"6-25",1,3,4,2,3,2,2,1,1,2,1,1,1,1,"If I really need the job, I wouldn't take the risk. If I'm just looking for a better job, I would tell, because it's not a better job if they reject me for it.",1,"Same as physical",1,5,1,"No",38,"M","Netherlands"
"26-100",1,3,4,1,1,1,4,2,1,1,2,3,1,3,"I don't feel like it is any of their business if it doesn't impact my ability to work.",1,"As with physical issues, I don't feel like it is any of their business if it doesn't impact my ability to work.  However, mental health issues don't always confine themselves to certain areas of your life, and can spill over.  I feel like if I was in need of a job I would leave out mental issues because they could represent the tipping point between choosing me and another equally qualified candidate.",3,2,2,"Yes",47,"Male","United States of America"
"26-100",1,4,4,1,1,1,6,1,1,1,3,3,1,3,"I would not want to preclude myself from employment based on something that was irrelevant to my abilities to complete my job.  If potentially having a lot of doctor's appointments is the only drawback for my employer, they shouldn't weigh another application as stronger based on that.",2,"The same as above.  I would not want my application to be viewed in any poorer light compared to my peers.",3,1,1,"Yes",24,"Male","United States of America"
"More than 1000",1,3,2,1,3,1,4,2,1,1,3,3,1,1,"I would be concerned that it would affect my chance of getting the job.",2,"I would be concerned that it would affect my chance of getting the job.",1,2,1,"Yes",30,"Female","United States of America"
"More than 1000",2,3,3,2,2,2,5,1,1,1,1,2,1,1,"It might depend on how I think they would perceive that issue in relation to my ability to do the job.",2,"I definitely think the employer might worry about my ability to perform the job.",1,2,2,"Yes",33,"Female","United States of America"
"6-25",2,3,4,1,3,1,6,2,1,3,2,1,1,1,"I feel physical injuries are more acceptable now.",2,"I would be afraid that I would be looked-over.",3,2,1,"No",30,"Male","United States of America"
"6-25",1,4,3,1,3,1,4,2,2,1,3,1,2,3,"I have fibromyalgia which still isn't accepted fully in the medical community, so I don't believe it would be handled well by employers (or anybody, really).",2,"Don't have one personally, but the same logic applies. Mental health isn't respected or understood well by anyone and I don't see how it would be to my advantage to disclose.",3,2,2,"No",32,"Female","Canada"
"26-100",1,3,3,1,1,1,5,2,1,3,2,1,1,2,"",1,"",1,4,2,"Yes",28,"male","United States of America"
"100-500",2,3,3,1,1,1,2,1,1,1,1,1,1,3,"personal info should not be part of interview process",2,"Interview is not the place/time for personal info",1,2,1,"Yes",57,"Female","United States of America"
"6-25",1,3,2,1,1,2,1,2,1,3,3,3,1,3,"Any perceived issue could affect hirability, anti-discrimination policy or no. ",2,"Any perceived issue could affect hirability, anti-discrimination policy or no. ",3,2,1,"Yes",26,"Male","United States of America"
"100-500",1,4,3,1,2,2,2,1,1,1,1,1,1,1,"",1,"",1,2,5,"No",28,"Male","Germany"
"26-100",2,2,4,1,1,1,4,3,3,3,3,3,1,3,"I'm afraid I wouldn't be hired for the job, even when the physical issue would not have been relevant for my work.",1,"Same reason as above.",3,4,2,"Yes",27,"Male","Netherlands"
"6-25",2,1,2,1,1,2,5,3,1,3,3,1,2,3,"Not unless it was relevant to my job, but I do not go after jobs where that could be and I do not really have any physical health issues. I would not bring up an intention to get pregnant either (which could be considered as such).",2,"To avoid stigma.",3,4,4,"Yes",23,"female","United States of America"
"More than 1000",1,3,2,2,2,2,2,1,1,1,1,2,1,2,"If I had a health issue and want coverage, it's important I be up front about it to ensure I'm eligible for such coverage. ",1,"Depended on the issue and the employer. ",2,2,5,"No",42,"Male","United States of America"
"6-25",1,4,3,1,1,1,1,1,1,1,2,1,1,1,"Unsure how they would react. Even good people have unconcious bias..",1,"Depends how empathetic the interviewer was. And how certain a job offer already is. Might cause bias unintentionally if raised to early",2,1,5,"No",30,"Male","New Zealand"
"26-100",1,3,3,2,2,2,1,1,1,1,1,2,1,2,"Being honest upfront shows respect for the future employer. If they see that as a stumbling block in hiring you, then it probably wouldn't have been a good fit in the long run anyways.",3,"Same reason as above.",2,2,4,"Yes",28,"Male","United States of America"
"26-100",1,3,3,1,1,1,5,2,2,3,2,1,1,1,"Depends on the physical issue and/or the position being applied for.",1,"Same as before",2,1,1,"Yes",32,"male","United States of America"
"More than 1000",1,3,2,1,1,2,6,2,1,1,2,3,1,3,"If it didn't affect my work performance it would be none of their concern",2,"It would affect my chance of getting the job",1,1,1,"Yes",41,"Male","New Zealand"
"100-500",1,3,4,1,1,1,5,2,2,1,3,3,2,3," Don't trust potential employers to not judge.",2,"Don't trust them not to judge and deny the job.",5,2,3,"Yes",40,"Male","United States of America"
"1-5",1,2,4,1,1,1,2,2,1,3,2,1,1,2,"",3,"jjjjjj",3,1,1,"No",43,"M","Switzerland"
"More than 1000",1,1,1,1,1,1,3,2,2,3,1,1,1,3,"Unless it would affect my ability to perform my duties my health is of no relevance to my employer.",2,"Again - unless I think it would affect my ability to do my job it is none of their business.",3,2,4,"Yes",39,"Male","Australia"
"26-100",1,2,4,1,1,2,1,2,1,2,2,1,1,1,"I might not get the job then... ",2,"duh...",1,1,1,"No",37,"male","Estonia"
"26-100",2,4,4,1,1,1,2,1,1,2,1,2,1,2,"I would discuss it to make sure I was open and up front about myself and who I am/how I work",1,"I depends on what degree it affects my work. If it affects how I work I would want to be up front about that.",1,1,1,"No",36,"Male","United States of America"
"26-100",1,3,3,1,1,1,3,3,1,3,3,3,2,3,"",2,"",3,4,3,"Yes",25,"Female ","United States of America"
"500-1000",1,4,3,1,1,1,3,1,1,2,1,1,1,2,"Because I wouldn't want to work for a company who wouldn't support someone with a condition.",3,"Because I wouldn't want to work for an employer who wouldn't hire someone with such a condition",1,1,1,"No",30,"M","United Kingdom"
"100-500",1,1,1,1,1,2,3,2,1,1,2,1,1,1,"",2,"",2,2,1,"Yes",33,"Male","Sweden"
"500-1000",1,3,2,3,3,2,1,1,1,2,1,2,1,2,"If it was something that affected my work, yes.",1,"Stigma.",1,1,1,"No",38,"Female","United States of America"
