"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"More than 1000",2,3,3,3,2,1,2,2,1,2,2,1,1,1,"I tend to want to avoid being ""personal"" during interviews. If I felt a physical health problem had no relevance to work, I wouldn't want to discuss it. ",2,"I wouldn't trust a potential employer not to hold mental health against me. ",1,2,4,"No",35,"Male","United States of America"
"More than 1000",1,3,3,1,3,1,4,3,2,1,2,3,1,3,"there are ways to ""legally"" discriminate. it doesn't take much effort to ""legally"" block a new hire for illegal reasons.",2,"there are ways to ""legally"" discriminate. it doesn't take much effort to ""legally"" block a new hire for illegal reasons.",3,4,3,"Yes",45,"m","United States of America"
"26-100",1,4,4,1,3,1,3,2,2,3,3,1,1,1,"",2,"",1,2,1,"Yes",26,"Male","United States of America"
"26-100",1,2,4,1,1,3,4,3,1,3,3,3,1,1,"I want to be seen as an asset, not a burden ",2,"Fear of discrimination ",3,4,3,"Yes",25,"Male","Ecuador"
"100-500",1,2,1,1,1,1,4,2,1,2,3,1,1,2,"I have diabetes and it's a natural thing to mention.",2,"I feel there is to much of a stigma attached to mental health issues to bring them up in an interview",1,2,2,"No",43,"Male","Sweden"
"26-100",1,2,1,1,1,1,4,3,1,3,3,3,1,1,"They might disregard me due to already having cause to take sick days off work",2,"It would make them perceive me as weak or someone who will cost them money from sick days",3,4,2,"Yes",27,"Female","United Kingdom"
"More than 1000",2,4,3,1,1,1,1,1,1,3,3,2,1,1,"for his selfcare in the environment ",1,"the same ",3,4,4,"No",38,"m","Italy"
"26-100",1,3,3,1,1,1,6,2,1,1,2,3,1,1,"I don't think it's relevant.",1,"Again, unless relevant.",2,1,1,"No",30,"Male","United Kingdom"
"1-5",1,1,1,1,3,3,2,1,1,2,1,2,1,3,"I would rather try to get the job first and then raise it if required later",2,"I would raise it after I got the job if necessary",3,2,4,"No",37,"Female","Australia"
"26-100",1,4,3,1,1,2,2,1,1,1,2,2,1,3,"",2,"",1,2,1,"No",31,"male ","Germany"
"More than 1000",1,3,4,2,1,2,2,2,1,2,1,2,1,3,"It's never come up.",2,"More Taboo.",3,4,1,"No",32,"male","United States of America"
"More than 1000",1,2,4,2,1,1,1,2,1,3,2,2,1,1,"",2,"",3,3,1,"Yes",33,"Male","Australia"
"26-100",1,2,1,1,1,1,3,2,1,1,1,2,1,2,"Knowledge about this will make it easier to know if the job is right for me and if I'll be able to handle it.",3,"same as above",3,2,4,"No",35,"male","Bulgaria"
"More than 1000",1,3,2,1,2,2,4,3,3,2,3,3,1,2,"Not an issue.",2,"Stigma of mental illness.",3,1,1,"Yes",53,"Male","Canada"
"100-500",1,4,3,3,3,3,6,1,1,3,2,2,1,3,"Unless it's a physical handicap, I don't want the problem to affect their judgement.",2,"An interview is no place to discuss these kind of problems.  An interview is to sell yourself based on your merits.",1,1,2,"Yes",45,"m","United States of America"
"More than 1000",2,1,3,2,2,2,6,3,2,3,2,1,1,3,"Fear of not getting the job ",2,"Fear of not getting the job ",3,4,4,"No",52,"Male","United States of America"
"100-500",1,1,1,2,3,1,2,1,1,1,2,2,1,2,"I would feel dishonest if I didn't share known physical issue",1,"Mental issue are still considered a bit of a taboo and I have trouble expressing how I feel. It will greatly depend on how I feel on the moment with the interviewer",1,2,2,"No",31,"Male","Switzerland"
"100-500",1,2,1,1,1,1,2,2,1,3,2,3,2,1,"Interviews are a process of elimination. I don't want to give the employer a reason to eliminate me.
If the physical issue were something with clear protections under the law (eg vision impairment, mobility issues), then I would disclose.",2,"Because I think that it would put me as a candidate into the ""too hard basket"". It is much to easy to justify not employing someone on other criteria when the mental illness was actually a significant factor thereby avoiding accusations of discrimination.",3,2,4,"Yes",44,"Male","Australia"
"More than 1000",1,3,4,1,3,1,4,2,1,1,2,1,1,1,"It may not be relevant to the job.",2,"Too easy for that to immediately disqualify me in their eyes, without me having any proof of this or recourse.",5,4,2,"Yes",37,"m","United States of America"
"6-25",2,2,1,1,1,1,5,2,3,3,3,3,1,2,"",1,"",3,1,1,"Yes",22,"Male","Brazil"
"26-100",1,3,2,2,3,1,2,2,1,3,2,2,1,1,"It might make me look like a liability ",2,"It might make me look like a liability ",3,4,3,"Yes",31,"Female","United States of America"
"500-1000",1,3,2,1,2,1,4,3,2,3,3,3,1,3,"I wouldn't want it to affect my chances of getting the job.",2,"I wouldn't want it to affect my chances of getting the job. I'm already a woman and a person of color; why would I bring up something else that makes me different when ""cultural fit"" is such a big deal in this field?",3,4,1,"Yes",36,"Female (props for making this a freeform field, though)","United States of America"
"26-100",1,3,3,1,1,1,4,3,3,3,3,3,2,3,"I have multiple chronic illnesses and have been advised by lawyers to never bring them up in interview situations as discrimination is difficult to prove. ",2,"Social stigma, lack of protection under the law and difficulties proving discrimination",3,4,2,"Yes",26,"female","United States of America"
"More than 1000",1,1,1,1,1,1,3,2,2,3,1,1,1,3,"Unless it would affect my ability to perform my duties my health is of no relevance to my employer.",2,"Again - unless I think it would affect my ability to do my job it is none of their business.",3,2,4,"Yes",39,"Male","Australia"
"More than 1000",2,3,3,3,2,2,3,3,2,3,3,2,1,2,"doesnt carry the same stigma",2,"stigma",3,2,1,"Yes",36,"male","United States of America"
"100-500",1,3,3,1,2,2,4,3,3,1,3,1,1,3,"it's already a contentious situation to simply ask for one day off.  i'm not comfortable asking for a sick day (i'll work from home instead).  and i would think i'd be ""throwing"" the interview to ask for a concession at that point in the working relationship, as if it would ensure i would not be called back.",2,"i believe there is a stigma around mental health issues, since they are somewhat mysterious.  So, as uncomfortable as i am about asking for a sick day, or for a physical concession, asking for a mental health concession would absolutely be out of the question for me.",5,3,2,"Yes",36,"male","United States of America"
"1-5",1,2,1,1,1,2,5,1,1,3,3,1,1,3,"I would be worried I would not get the job. I might also feel embarassed.",2,"Same as above",3,4,2,"No",23,"male","Canada"
"26-100",1,3,3,1,1,2,2,2,1,3,3,1,1,1,"If it prevents me from performing in certain aspects of the job, I think the interviewer needs to know.",2,"No idea, that's not something I'd be comfortable dealing with. It's essentially as if I told them I may or may not act like a retard some day, but it ain't my fault, it's XYZ disease's fault. :-)

Not a very good pitch to sell yourself",1,2,2,"Yes",23,"M","Canada"
"6-25",1,2,1,1,1,1,1,1,1,2,1,2,1,2,"",1,"",1,2,1,"No",49,"Female","United States of America"
"6-25",2,2,4,1,1,1,4,2,1,1,2,1,1,2,"It's only fair to fully disclose and an employer cannot discriminate against physical health.",1,"I would be more worried that a company would know how to deal with a mental health issue.",1,2,4,"No",39,"Male","United Kingdom"
"26-100",1,4,4,1,3,1,2,1,1,2,1,1,1,2,"It should be known if they are going to hire you",3,"Same answer",1,2,1,"No",26,"Male","United States of America"
"100-500",1,4,2,1,1,1,3,2,1,1,3,3,1,2,"I feel relatively protected, I think that nothing really bad could happen as far as consequences for that.",1,"I feel a lot less protected when discussing mental health, that protection is non-existent or unclear",1,2,2,"Yes",41,"Male","United States of America"
"100-500",2,2,4,2,1,2,5,3,2,2,1,3,2,1,"Prejudice",1," Personal",1,2,3,"No",74," Female","United States of America"
"100-500",2,4,3,2,2,1,1,2,1,3,1,2,1,1,"Don't want to get rejected. But want to be fully open, to build trust and don't start a job with any ""secrets""",1,"Don't want to get rejected. But want to be fully open, to build trust and don't start a job with any ""secrets""",1,1,1,"Yes",28,"Male","Netherlands"
"6-25",1,2,2,1,1,3,3,3,2,3,3,3,2,3,"AFAIK, during an interview, it's recommended to not discuss things that may impair one's availability, or might cause excessive drain on insurance benefits. So much so that it might cause the employer to choose another candidate.",2,"This is a conservative area. Employers don't want to hear about someone’s “drama”, or risk having that be exposed to a paying client. It might impair the bottom-line.",3,4,4,"Yes",47,"Male","United States of America"
"100-500",2,3,2,2,2,2,1,1,2,1,1,3,2,3,"Why? It should make no difference.",2,"It would certainly affect the outcome of the interview.",1,2,1,"Yes",51,"M","United States of America"
"26-100",1,3,2,1,1,1,6,3,1,3,3,1,1,3,"Afraid of seeming weak.",2,"Too much stigma, no way I would get the job.",1,4,1,"Yes",32,"Female ","United States of America"
"100-500",2,4,4,3,2,2,6,3,2,3,3,1,1,3,"I think it would cause discrimination and get me passed for a job",2,"I wouldn't get the job",3,4,2,"No",38,"Male","United States of America"
"1-5",1,3,4,1,1,1,4,2,1,2,2,2,1,2,"To check that support/equipment could be provided.",2,"Too afraid of doing so.",3,4,2,"Yes",33,"Male","Finland"
"6-25",1,3,2,1,1,2,6,2,1,3,2,1,1,2,"Most people seem to understand physical health issues are outside of our control. ",2,"I think they would question whether I could perform the job as well as a candidate without mental health issues.",1,2,1,"No",30,"Male","United States of America"
"More than 1000",2,3,2,1,2,2,2,2,2,2,1,2,1,1,"",2,"",1,2,2,"Yes",26,"Female","United States of America"
"1-5",1,1,3,1,1,1,5,2,1,1,2,3,1,1,"if it does not influence my work, why should i bring it up",2,"i am not obligated to",1,2,2,"Yes",29,"male","Austria"
"100-500",1,3,2,1,1,1,1,1,1,2,1,2,1,1,"Not sure ",1,"Stigma. ",4,5,1,"Yes",31,"M","United States of America"
"26-100",1,4,3,1,3,1,2,1,1,2,1,1,1,3,"",2,"Interviewers may not be trained on how to respond to this.",1,2,1,"Yes",40,"Male","United States of America"
"6-25",1,4,3,1,1,1,5,3,1,3,3,1,1,3,"",2,"",3,4,1,"No",35,"F","United States of America"
"More than 1000",2,4,4,3,2,1,6,3,2,3,3,1,1,3,"Less likely to get the job",2,"Less likely to get the job.",3,4,1,"No",39,"Female","United States of America"
"26-100",1,3,4,3,2,2,2,1,1,1,1,2,1,3,"Would likely negatively affect selection status.",2,"Would likely negatively affect selection status.",1,1,4,"No",38,"Male","United States of America"
"100-500",1,4,4,1,3,1,1,1,1,1,2,2,1,2,"I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.",3,"I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.",2,1,1,"No",38,"Male","United States of America"
"More than 1000",2,3,2,1,3,1,4,2,1,1,2,3,1,3,NA,2,"It seems obvious: when trying to get a job you are trying to put your best foot forward and admitting you have a mental health issue or physical health issue makes you look less desirable as an employee",3,4,3,"Yes",34,"Female","United States of America"
"26-100",1,3,2,2,2,2,4,3,2,3,3,3,1,3,"They might think it will negatively affect my job performance and be less likely to hire me or hire me with a good salary.",2,"I think it would very much decrease my likelihood of getting hired.",3,2,2,"No",25,"female","United States of America"
"More than 1000",2,3,2,2,2,2,2,1,1,2,1,2,1,2,"",1,"When asked about ""weaknesses"" I am open about my anxiety and what I'm doing to work on it",2,1,1,"Yes",36,"female","United States of America"
"More than 1000",1,1,3,1,3,1,4,3,3,3,3,3,2,3,"",2,"",3,4,4,"Yes",57,"Female","United States of America"
"More than 1000",2,4,4,1,1,1,4,2,1,3,3,3,1,3,"I believe it would negatively influence their decision on whether to hire me or not",2,"I believe it would negatively influence their decision on whether to hire me or not",3,4,2,"Yes",46,"male","Ireland"
"More than 1000",1,3,2,1,2,1,4,3,1,3,3,3,1,1,"Depends on what the issue was and whether it would affect the kind of work I could do.",2,"I wouldn't get the job.",3,4,3,"Yes",49,"Male","United States of America"
"More than 1000",2,1,1,2,1,1,1,1,1,3,3,2,1,3,"",2,"",2,2,1,"No",24,"Male (trans, FtM)","Sweden"
"1-5",1,4,4,1,1,2,2,1,1,2,1,2,1,2,"I have type 1 diabetes and it will affect my everyday life forever",1,"I don't have official diagnosis but I'll maybe get one later",2,5,1,"No",28,"Male","Finland"
"100-500",1,2,4,1,1,1,5,3,2,3,3,1,1,1,"If I feel comfortable enough with the interviewer. ",2,"Majority of mental health issues, such as depression, bipolar disorder, OCD, schizophrenia are considered a disability. I am afraid that employers might discriminate against what they called ""disabled"" people. I don't even feel comfortable telling my family and friends about my mental health issues.  ",3,4,3,"Yes",22,"female","United States of America"
"100-500",1,3,2,2,2,2,2,2,1,1,3,1,1,3,"I would not want anything to impact my qualifications or the perception of them",2,"I would not want to bring up anything that could  negatively impact my interview",3,2,4,"Yes",23,"Female","United States of America"
"6-25",1,4,3,1,1,3,4,3,1,1,3,3,1,2,"",1,"",3,1,1,"Yes",29,"Male","Netherlands"
"26-100",1,2,4,1,1,1,5,3,2,3,2,1,1,1,"Scared it would separate me from other interviewees",2,"Rather keep it hidden, and come forward later once they had come to know me",3,4,1,"No",27,"male","Canada"
"6-25",2,4,3,1,1,1,4,3,1,1,2,3,1,2,"Physical health for the most part doesn't get in the way of my job directly.",1,"I assume they wouldn't hire someone whose primary method of work has some kind of issue.",3,4,2,"No",30,"Male","United States of America"
"1-5",1,2,1,1,1,1,4,1,2,1,1,1,1,3,"Perceived poorly",2,"Bias",3,4,2,"No",43,"F","United States of America"
"6-25",1,4,4,2,1,2,5,3,3,3,3,3,2,1,"If it impacted my work or would require special accommodations, I would mention it.",2,"Employers don't typically make accommodations for mental health, so no point in bringing it up",3,2,4,"No",26,"female","United States of America"
"6-25",1,4,3,1,3,1,3,2,1,3,3,3,1,1,"Depends on the issue. Maybe you would need accommodations for a wheelchair.",2,"I'd fear they would think it would affect productivity. And if there are many more candidates I could easily be eliminated.",2,1,5,"No",30,"Male","United States of America"
"100-500",1,4,3,1,1,1,2,2,2,1,3,3,1,1,"",2,"",3,2,2,"No",36,"male","United States of America"
"6-25",1,2,4,1,1,1,1,1,1,1,2,2,1,1,"Depends what it was and how it affected my ability to do the job, no change in ability, no discussion.",1,"",2,1,1,"No",34,"male","United Kingdom"
"26-100",2,4,4,2,2,1,5,2,1,1,3,2,1,1,"",1,"",1,2,1,"No",28,"Male","Finland"
"More than 1000",1,3,2,3,3,3,2,1,1,2,1,2,1,3,"Bit knowing the environment if the new employer would make me nervous to do so",2,"Bit knowing the environment if the new employer would make me nervous to do so",1,2,1,"Yes",38,"Male","United States of America"
"6-25",2,4,3,1,1,1,5,2,1,1,2,1,1,1,"Possibly wouldn't receive the job because of too much baggage or they make think I am a complainer ",2,"They might think I am unstable or unreliable",3,4,2,"No",32,"Male","United States of America"
"26-100",1,4,4,1,3,1,6,2,1,3,2,1,1,1,"I'm hesitant to give a potential employer any information that would disqualify me from the position -- legally protected or otherwise. They can always employ parallel construction based on other negative factors to reinforce a biased decision, so giving them extra ammo is a poor strategy for securing a paycheck.",2,"Same reasoning as above, but with more nuance: Software engineers are hired in part because of their intelligence and apparent mental fitness. To undermine their confidence in your ability to perform cognitively out of the gate would, in my experience, lead to the other candidates being selected even if they performed worse in the interview.",3,2,5,"No",26,"Male","United States of America"
"100-500",1,3,3,3,2,3,2,2,2,1,3,1,2,3,"If the physical health issue is chronic, I would be nervous that it would make them more likely to reject the application.",2,"",5,2,4,"Yes",27,"Female","United Kingdom"
"500-1000",1,3,2,1,3,2,3,2,2,1,3,3,1,3,"I believe disclosing anything about physical health will stop the interviewing process; I've lost interviews before for looking unwell.",2,"This is the same as disclosing a physical illness, but much more severe; people associate instability with mental health with instability at work, and want only a perfect neurotypical programmer who will be low risk",3,2,4,"Yes",28,"Male","United States of America"
"26-100",1,3,2,1,1,2,3,1,1,2,1,1,1,1,"If that physical heath issue were not germane to the work, I would not bring it up.",2,"If that mental heath issue were not germane to the work, I would not bring it up.",2,1,1,"Yes",70,"Male","United States of America"
"26-100",1,4,3,3,3,1,3,1,2,2,1,2,1,2,"It's better to be open at interviews about all health issues as it speaks to the employer's attitudes as much as anything. ",3,"Same answer - I want to know how a potential employer would react before I consider working for them.  ",2,1,1,"Yes",45,"Male","United Kingdom"
"More than 1000",2,3,2,3,2,2,3,1,1,2,1,1,1,3,"They don't need to know unless/until it affects my work ",2,"They don't need to know unless/until it affects my work.",2,1,2,"Yes",63,"F","United States of America"
"6-25",1,3,4,1,1,1,2,1,1,1,2,2,1,3,"I don't have anything serious enough to chance negatively affecting the outcome.",1,"It would depend on whether or not I could trust the employer to not stigmatise me as well as how desperately I needed or wanted the job. I can cover my illness fairly well and wouldn't want to harm my chances of getting the job, if necessary.",1,1,4,"Yes",31,"Cis-woman","United States of America"
"26-100",1,2,1,1,1,1,4,3,3,3,3,3,1,3,"That would be career suicide",2,"That would be career suicide",5,4,4,"No",34,"male","United States of America"
"500-1000",1,1,4,2,1,1,2,2,2,1,1,1,1,3,"Not being sure about privacy.",2,"Not being sure about privacy and consequences",1,2,1,"No",45,"m","Ireland"
"26-100",1,3,2,1,1,2,2,2,1,1,1,2,1,1,"",1,"",1,2,1,"No",29,"male","United States of America"
"100-500",1,3,2,1,1,2,2,2,2,1,1,1,1,1,"The job I go for require a lot of travel, and a physical health issue might impact their belief in my ability to complete my job.",2,"You never know. And the last thing you want in an interview is an armchair psychologist telling you ""you just need to try harder""",5,3,3,"Yes",27,"Genderqueer","United States of America"
"100-500",1,3,2,1,1,1,6,3,1,1,2,3,1,1,"Depends on the ability to do the job. If it has no bearing, then I wouldn't discuss it. If I needed accommodations to do the job, I may.",2,"Stigma. Fear of not getting the job. ",1,3,4,"Yes",41,"non-binary","United States of America"
"26-100",1,3,3,1,1,1,5,2,1,3,2,1,1,2,"",1,"",1,4,2,"Yes",28,"male","United States of America"
"26-100",1,2,1,1,1,3,5,2,2,3,3,3,1,2,"Full disclosure",2,"Prejudice ",1,2,5,"No",29,"Male","United Kingdom"
"100-500",1,4,4,1,1,1,1,2,1,1,2,1,1,3,"Unsure of how they woud react.",2,"Unsure of how they woud react.",3,4,3,"No",37,"male","Germany"
"100-500",1,4,3,1,3,1,6,1,1,1,2,2,1,2,"",1,"",1,2,1,"No",42,"Male","United States of America"
"6-25",1,4,4,1,1,2,2,3,3,2,1,3,1,3,"I feel that an interview is not enough time for an employer to make a rational judgement about whether or not the candidate can still do the job they're asking. I would not disclose my mental health condition to employers during an interview but perhaps prior to accepting an offering.",2,"Same as above,",3,2,3,"Yes",31,"male","United Kingdom"
"More than 1000",1,3,2,1,1,1,1,1,1,1,2,1,1,1,"i don't know",1,"it depends. my current job, i made an offhand reference to my therapist in the cover letter. but i also believed myself woefully underqualified at the time so I can't vouch for having taken the application completely seriously.",2,1,1,"Yes",40,"cisdude","United States of America"
"100-500",2,3,4,2,3,2,1,1,1,1,1,2,1,2,"If the health issue was severe enough to affect my work, waiting to reveal it until after job start could easily result in resentment. All cards on the table.",1,"Bit more taboo about mental health issues. At my last interview I did mention that I only worked well with interesting tasks (let's call it a light case of ADHD), but I did not problematize it.",1,1,1,"No",43,"Male","Denmark"
"6-25",1,2,4,1,1,1,6,3,1,3,3,1,2,3,"Your not get the job",2,"Your not get the Job",5,3,4,"No",32,"M","United Kingdom"
"100-500",1,2,1,1,1,1,4,2,1,1,2,1,1,1,"",2,"Because I wouldn't get the job.",5,2,3,"Yes",32,"Male","United Kingdom"
"6-25",1,2,4,1,1,1,1,1,1,1,1,2,1,2,"",3,"",1,1,2,"No",24,"Male","United States of America"
"More than 1000",2,4,3,1,1,1,4,3,1,3,3,3,1,1,"If I really wanted the job I wouldn't necessarily bring it up until I knew that I was actually getting the job. I realize that legally I can't be discriminated against, but the odds would be against me.",2,"Same as above.",1,2,5,"No",34,"Female","United States of America"
"100-500",2,3,2,1,2,1,3,1,1,1,2,1,1,2,"Because they should know up front and it is illegal for them to not hire someone because of a physical impairment or issue",2,"I wouldn't unless it was an obvious issue. ",1,2,1,"Yes",32,"Male ","United States of America"
"1-5",1,2,1,1,1,1,1,2,2,3,3,1,2,3,"denial of job oportunity",2,"denial of job",1,1,1,"No",29,"male","Romania"
"More than 1000",1,1,4,3,3,1,1,1,1,1,2,1,1,3,"I don't feel that its relevant to my getting hired",2,"I don't feel like it's relevant to getting hired",2,1,1,"No",20,"Male","United States of America"
"6-25",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I'm not sure it's relevant. I don't want to overshare my personal life at a job interview.",2,"Definitely not, because I wouldn't want them to discount my ability to do the job well and mental health has much more stigma around it than a physical problem.",2,2,1,"Yes",33,"female","United States of America"
"26-100",1,4,4,1,3,1,2,1,1,1,1,2,1,2,"",2,"",3,1,1,"Yes",25,"male","United States of America"
"More than 1000",1,3,3,2,1,2,5,3,1,2,1,3,2,2,"To ensure I received proper accommodations if they were needed",2,"Telling  someone that's interviewing me that I have clinical depression, generalized anxiety disorder, PTSD, autism spectrum disorder, and ADD would bring a lot of stigma. I doubt they'd think I could handle the job, or they'd think I couldn't work well on a team. 

The trust hasn't been built yet. Maybe if the company was really upfront about caring about mental illness, and had people in leadership with mental illnesses, then I'd probably feel comfortable speaking about them during the interview.",1,5,3,"Yes",24,"Genderflux demi-girl","United States of America"
"6-25",1,2,3,1,1,1,2,2,2,2,1,1,1,1,"Haven't been in that situation, so I really don't know",1,"",1,2,1,"No",31,"male","Denmark"
"1-5",1,1,1,2,2,2,1,1,1,2,1,2,1,2,"",1,"",3,4,4,"Yes",37,"Male","United Kingdom"
"26-100",1,3,4,1,1,1,4,3,1,1,3,1,1,2,"If it's obvious, I would have to prove I can do the job.",2,"If they don't have to know, there's no possible way it can impact their hiring decision",3,4,4,"No",33,"Male","United States of America"
"More than 1000",2,3,2,1,1,2,5,3,3,3,3,3,1,3,"",2,"",3,4,4,"Yes",39,"Female","United States of America"
"26-100",2,2,4,1,1,2,6,1,1,2,1,2,1,1,"",1,"",5,1,1,"No",27,"m","Germany"
"6-25",1,2,1,1,1,1,6,2,2,3,3,3,1,2,"If it will directly impact my ability to perform my duties on some days, then it's only fair to be honest about it.",3,"Same as the physical. If it would impact my performance, it's only fair to be honest about it.",1,2,1,"No",31,"Male","United States of America"
"More than 1000",1,3,2,1,3,1,4,2,1,1,3,3,1,1,"I would be concerned that it would affect my chance of getting the job.",2,"I would be concerned that it would affect my chance of getting the job.",1,2,1,"Yes",30,"Female","United States of America"
"26-100",1,3,4,2,1,2,1,1,1,1,1,2,1,1,"I would avoid it as much as possible to put myself in the best possible light.",2,"Would expect not to be hired if honest about mental health issues",3,2,2,"Yes",34,"male","United States of America"
"6-25",1,1,1,1,1,1,3,2,1,1,3,1,1,1,"Fear that I would not make it through the interview process. Would tell after being hired.",2,"Fear of not making it through interview process due to stigma.",3,1,5,"No",20,"female-bodied; no feelings about gender","Canada"
"More than 1000",1,4,4,1,1,1,5,2,2,3,3,1,1,1,"To be upfront in case the ADA Act were to apply to my employment there.",2,"That is not something I would be open about unless I felt it was safe to do so, and I could not determine that during the short amount of time of an interview.",1,2,2,"Yes",50,"female","United States of America"
"100-500",1,3,2,1,1,1,2,2,1,3,2,1,1,3,"Not needed",2,"Personal issue",1,2,2,"No",41,"Male","Spain"
"100-500",1,3,2,2,2,2,1,1,1,3,2,2,1,1,"Fear that it would affect my chances of getting hired.",2,"Same reason.",3,4,2,"Yes",32,"m","United States of America"
"6-25",1,3,4,2,3,2,2,1,1,2,1,1,1,1,"If I really need the job, I wouldn't take the risk. If I'm just looking for a better job, I would tell, because it's not a better job if they reject me for it.",1,"Same as physical",1,5,1,"No",38,"M","Netherlands"
"6-25",1,3,3,1,1,1,6,2,1,3,3,1,1,1,"",2,"Stigma",5,4,1,"Yes",27,"Male","United States of America"
"More than 1000",2,4,3,1,2,1,3,2,1,3,3,3,1,2,"",1,"",3,2,3,"Yes",21,"male","United States of America"
"100-500",2,3,4,1,1,2,6,3,3,3,3,3,2,3,"You cannot enforce respect for any group of individuals. Every place I have worked care about performance and social integration. ",2,"It is illegal to not hire someone for having a mental disorder, but it is perfectly legal, from what I understand,  to not hire them for indirect effects of their disorder. I would not have gotten my current job if I briught up my mental illnesses. ",3,4,4,"Yes",26,"","United States of America"
"More than 1000",1,3,3,3,2,2,3,3,3,3,3,1,1,1,"If I felt the issue would not interfere with my performance I would not bring it up. ",2,"Without knowing the employer's stance in mental health issues I would be reluctant to do anything that might jeopardize the interview. ",3,4,2,"No",44,"Male","United States of America"
"1-5",1,4,3,3,1,1,2,2,1,2,1,2,1,2,"",1,"I would be afraid they would let me go if they found out about any mental health issues I would have.",1,2,5,"No",35,"female","United States of America"
"100-500",1,3,3,2,1,2,2,1,1,2,1,3,1,3,"",2,"",1,1,1,"Yes",35,"male","Germany"
"26-100",1,1,3,1,1,1,2,2,1,2,1,2,1,2,"",1,"",3,1,5,"No",24,"male","United Kingdom"
"1-5",1,2,4,1,1,3,5,2,2,3,3,1,1,1,"Worried about how they will look at me after",2,"Cos I would really want the job they might get employ someone with mental health issues",3,4,1,"No",22,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,2,1,1,1,2,1,1,1,"",1,"",1,2,1,"No",25,"Female","United Kingdom"
"6-25",1,1,1,1,1,1,3,3,2,1,3,3,2,3,"As it may inhibit my chances of getting the position.",2,"It may inhibit my chances of getting the position.",3,4,4,"No",30,"male","United Kingdom"
"26-100",1,2,4,1,1,1,5,2,2,1,2,1,1,1,"it's important that a potential employer has a full idea of you as a potential employee to make an informed decision",1,"allowing the interviewer full disclosure to make an informed decision",1,2,2,"Yes",37,"male","United Kingdom"
"6-25",1,2,4,1,1,3,5,3,2,3,3,3,1,3,"I'd feel that it'd make me less apt for the job I'm applying in comparison to others.",2,"I'd make me look weaker and less apt.",3,4,2,"No",26,"Male","Chile"
"6-25",1,2,4,3,3,3,4,3,1,1,3,3,1,1,"I fear of receiving negative responses",1,"",1,3,4,"No",29,"male","Chile"
"26-100",2,2,1,1,1,1,5,2,1,1,3,1,1,1,"I wouldn't want to attach a negative stigma to myself during an interview",2,"I wouldn't want to attach a negative stigma to myself",1,2,3,"Yes",27,"Male","United Kingdom"
"More than 1000",2,4,4,2,2,2,2,1,1,1,1,2,2,1,"Deafness can be viewed as a physical health issue, and not many employers are willing to go out of their way to accommodate that.",3,"It's important for the employer to know about my needs so they can accommodate them.",3,4,5,"No",23,"Male","United States of America"
"More than 1000",1,4,2,1,2,2,1,1,1,3,1,1,1,1,"If it's going to impede my ability to work, sure",1,"If it has an effect on my ability to do work, then yes. Otherwise, it's not their business",2,1,1,"No",24,"female","United States of America"
"1-5",2,2,4,1,1,3,1,1,1,2,1,2,1,1,"As I don't suffer from anything particularly serious it's hard to imagine, but if I did I feel more as if I would be compelled to state this; as if it was likely to affect my ability to work I would want to be upfront about it. If it didn't affect my ability to work I might avoid mentioning it straight away to mitigate the chance of negative concequences",1,"See above",1,5,1,"No",28,"Male","United Kingdom"
"6-25",2,4,3,1,1,1,6,2,1,3,2,3,1,2,"To be upfront about any time off",2,"I think it would put me at risk of not getting the job.",3,4,1,"Yes",22,"Male","United States of America"
"26-100",1,2,2,1,1,3,2,2,2,3,3,3,1,1,"",1,"It might reflect poorly on me as a candidate; all else being equal, it seems that an employer would want to hire a worker with no chronic mental health problems than one with chronic mental health problems.",3,1,2,"No",32,"Male","United States of America"
"6-25",1,4,4,1,3,1,5,2,1,2,2,1,1,1,"Bias towards something that may not be relevant to the work",1,"Bias/stigma",1,1,2,"Yes",35,"female","United States of America"
"More than 1000",1,2,2,2,2,1,5,3,3,3,2,3,1,3,"they might think that i am not capable to work. I am also a migrant and this is adds up.",2,"Employers don't offer jobs to people with mental health issues due to stigma",3,4,3,"Yes",31,"female","United Kingdom"
"100-500",1,2,4,1,1,3,5,2,2,1,2,1,1,3,"Fear of negative impact on prospects of employment.",2,"Fear of negative impact on prospects of employment.",5,4,1,"Yes",37,"Male","Pakistan"
"26-100",1,3,2,2,2,1,1,1,1,2,1,2,1,2,"",3,"",2,1,1,"No",33,"Male","United States of America"
"More than 1000",1,4,4,1,3,1,2,2,2,1,2,1,1,2,"It may affect how I work",1,"It may affect how I work but the employer may not take it seriously depending on the illness",2,1,1,"No",22,"Female","United States of America"
"100-500",1,1,1,1,1,1,5,2,1,1,3,3,1,1,"Would depend entirely on the attitude of the person on the other side of the table",2,"Risk of a negative reaction",1,1,3,"Yes",46,"Male","Germany"
