"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"100-500",1,1,1,3,3,1,1,1,1,3,2,2,1,1,"",2,"",3,2,1,"No",40,"male","United States of America"
"100-500",1,2,4,1,1,1,5,3,2,3,3,1,1,1,"If I feel comfortable enough with the interviewer. ",2,"Majority of mental health issues, such as depression, bipolar disorder, OCD, schizophrenia are considered a disability. I am afraid that employers might discriminate against what they called ""disabled"" people. I don't even feel comfortable telling my family and friends about my mental health issues.  ",3,4,3,"Yes",22,"female","United States of America"
"100-500",1,3,2,2,2,2,2,2,1,1,3,1,1,3,"I would not want anything to impact my qualifications or the perception of them",2,"I would not want to bring up anything that could  negatively impact my interview",3,2,4,"Yes",23,"Female","United States of America"
"More than 1000",2,2,1,1,1,1,2,1,1,2,2,2,1,1,"Non of his/her business",2,"Non of his/her business",2,1,2,"Yes",33,"male","Germany"
"6-25",1,4,3,1,1,3,4,3,1,1,3,3,1,2,"",1,"",3,1,1,"Yes",29,"Male","Netherlands"
"More than 1000",1,3,4,1,3,1,3,1,1,2,2,3,1,1,"Depends on what it is and how embarrassing it is",1,"",4,5,1,"Yes",32,"Male","United States of America"
"26-100",1,3,2,1,1,1,5,3,1,3,3,3,1,3,"",2,"",3,2,2,"Yes",43,"m","United States of America"
"More than 1000",2,3,4,2,2,1,1,1,1,2,1,2,1,1,"It depends on the issues and the type of job.",1,"It depends on if I thought the issues would impact my ability to get a job I desired.",1,5,1,"No",49,"Male","United States of America"
"More than 1000",2,2,4,1,1,1,1,1,1,1,1,1,1,2,"Don't see it as a problem for me",1,"Stigma",1,1,1,"No",44,"Male","Sweden"
"26-100",1,2,4,1,1,1,5,3,2,3,2,1,1,1,"Scared it would separate me from other interviewees",2,"Rather keep it hidden, and come forward later once they had come to know me",3,4,1,"No",27,"male","Canada"
"6-25",2,4,3,1,1,1,4,3,1,1,2,3,1,2,"Physical health for the most part doesn't get in the way of my job directly.",1,"I assume they wouldn't hire someone whose primary method of work has some kind of issue.",3,4,2,"No",30,"Male","United States of America"
"1-5",1,2,1,1,1,1,4,1,2,1,1,1,1,3,"Perceived poorly",2,"Bias",3,4,2,"No",43,"F","United States of America"
"26-100",1,3,2,1,1,1,6,2,1,3,2,1,1,2,"There's less stigma. People hear about a physical condition and don't think it's your fault, but when they hear about a mental health condition they think you're dangerous, less trustworthy, and fundamentally wrong somehow.",2,"See my answer above. I don't want to risk a possible position or cast a pall over the rapport with a potential coworker. I didn't always feel this way, but at my last position I got strongly warned, in secret, never to say anything about my condition because people would think I was 'crazy' and 'might shoot up the place.' I have major clinical depression that I've managed and treated for years. The only person it's hurt is myself. But that was the perception of anyone with a mental illness, never mind that they're as wide a spectrum as physical illnesses. So I never said anything. ",3,4,3,"Yes",30,"Female ","United States of America"
"26-100",2,3,4,1,2,1,5,2,2,1,1,1,1,1,"Depends on how personal and to what extent it would affect my position",2,"People have strong stigmas against mental health issues. Instead I talk about work/life balance and burnout in the tech industry, to get a feel for how understanding they are. ",1,4,2,"Yes",33,"Female","United States of America"
"6-25",1,4,4,2,1,2,5,3,3,3,3,3,2,1,"If it impacted my work or would require special accommodations, I would mention it.",2,"Employers don't typically make accommodations for mental health, so no point in bringing it up",3,2,4,"No",26,"female","United States of America"
"100-500",2,4,2,2,2,1,5,3,2,3,1,2,1,1,"",2,"",3,4,1,"Yes",47,"m","Ireland"
"6-25",1,4,3,1,3,1,3,2,1,3,3,3,1,1,"Depends on the issue. Maybe you would need accommodations for a wheelchair.",2,"I'd fear they would think it would affect productivity. And if there are many more candidates I could easily be eliminated.",2,1,5,"No",30,"Male","United States of America"
"6-25",1,4,4,1,3,1,5,2,1,3,2,1,1,1,"I wouldn't want it to be the reason I was not hired.",1,"I feel it might color the opinion of everything I said or did.",1,4,1,"No",39,"Male","United States of America"
"100-500",1,4,3,1,1,1,2,2,2,1,3,3,1,1,"",2,"",3,2,2,"No",36,"male","United States of America"
"6-25",1,2,4,1,1,1,1,1,1,1,2,2,1,1,"Depends what it was and how it affected my ability to do the job, no change in ability, no discussion.",1,"",2,1,1,"No",34,"male","United Kingdom"
"26-100",1,3,4,1,3,1,4,2,1,3,3,1,1,1,"might affect chances of getting the job",1,"if I felt they would understand I would, otherwise I wouldn't for fear of being discriminated against",1,2,1,"Yes",25,"female","United States of America"
"26-100",2,4,4,2,2,1,5,2,1,1,3,2,1,1,"",1,"",1,2,1,"No",28,"Male","Finland"
"More than 1000",1,3,2,3,3,3,2,1,1,2,1,2,1,3,"Bit knowing the environment if the new employer would make me nervous to do so",2,"Bit knowing the environment if the new employer would make me nervous to do so",1,2,1,"Yes",38,"Male","United States of America"
"100-500",1,3,4,1,3,2,2,1,1,1,1,2,1,2,"I want to set expectations up front",1,"Stigma",2,2,1,"No",39,"Male","United States of America"
"6-25",2,4,3,1,1,1,5,2,1,1,2,1,1,1,"Possibly wouldn't receive the job because of too much baggage or they make think I am a complainer ",2,"They might think I am unstable or unreliable",3,4,2,"No",32,"Male","United States of America"
"26-100",2,4,3,1,3,1,5,2,1,3,2,1,1,2,"Because it might affect my ability to get to the office in the future.",2,"Because of the stigma involved. I don't want them to think that I would not be able to do my job regardless of my physical condition.",3,2,5,"No",27,"female","United States of America"
"500-1000",1,3,2,3,3,1,5,2,1,1,2,1,1,1,"",2,"Risk of not getting hired.",5,2,3,"Yes",31,"female","United States of America"
"26-100",1,4,4,1,1,1,3,1,1,3,3,3,1,3,"In case it affected how well they though I could do the job/reliability",2,"In case it affected how well they though I could do the job/reliability",3,2,4,"No",30,"female","United Kingdom"
"26-100",1,4,4,1,3,1,6,2,1,3,2,1,1,1,"I'm hesitant to give a potential employer any information that would disqualify me from the position -- legally protected or otherwise. They can always employ parallel construction based on other negative factors to reinforce a biased decision, so giving them extra ammo is a poor strategy for securing a paycheck.",2,"Same reasoning as above, but with more nuance: Software engineers are hired in part because of their intelligence and apparent mental fitness. To undermine their confidence in your ability to perform cognitively out of the gate would, in my experience, lead to the other candidates being selected even if they performed worse in the interview.",3,2,5,"No",26,"Male","United States of America"
"100-500",1,3,3,3,2,3,2,2,2,1,3,1,2,3,"If the physical health issue is chronic, I would be nervous that it would make them more likely to reject the application.",2,"",5,2,4,"Yes",27,"Female","United Kingdom"
"26-100",1,4,4,1,3,1,5,1,1,1,2,1,1,1,"Less stigma",2,"Would feel it could affect outcome.",1,1,2,"No",29,"Male","United States of America"
"More than 1000",2,4,4,2,2,1,2,2,2,3,3,2,1,3,"Can damage my opportunity to ge in the job",2,"No good",3,4,1,"No",39,"Male","United States of America"
"500-1000",1,3,2,1,3,2,3,2,2,1,3,3,1,3,"I believe disclosing anything about physical health will stop the interviewing process; I've lost interviews before for looking unwell.",2,"This is the same as disclosing a physical illness, but much more severe; people associate instability with mental health with instability at work, and want only a perfect neurotypical programmer who will be low risk",3,2,4,"Yes",28,"Male","United States of America"
"26-100",1,3,2,1,1,2,3,1,1,2,1,1,1,1,"If that physical heath issue were not germane to the work, I would not bring it up.",2,"If that mental heath issue were not germane to the work, I would not bring it up.",2,1,1,"Yes",70,"Male","United States of America"
"6-25",1,2,1,1,1,1,3,2,1,3,2,2,1,2,"",2,"",3,2,1,"Yes",25,"Male","Germany"
"26-100",1,4,3,3,3,1,3,1,2,2,1,2,1,2,"It's better to be open at interviews about all health issues as it speaks to the employer's attitudes as much as anything. ",3,"Same answer - I want to know how a potential employer would react before I consider working for them.  ",2,1,1,"Yes",45,"Male","United Kingdom"
"More than 1000",2,3,2,3,2,2,3,1,1,2,1,1,1,3,"They don't need to know unless/until it affects my work ",2,"They don't need to know unless/until it affects my work.",2,1,2,"Yes",63,"F","United States of America"
"26-100",1,3,2,2,2,2,5,1,1,1,2,1,1,3,"I would be concerned that there would be negative bias, even if unintentional.",2,"I would be very concerned about potential negative bias.",4,2,1,"No",40,"male","United States of America"
"26-100",1,3,2,1,3,1,1,2,1,1,2,2,1,3,"Unless it would directly effect my performance in the position, the condition would not be relevant.",2,"Due to lack of understanding, without bias, how a treated mental health issue could effect work.",5,2,2,"Yes",39,"male","United States of America"
"6-25",1,3,4,1,1,1,2,1,1,1,2,2,1,3,"I don't have anything serious enough to chance negatively affecting the outcome.",1,"It would depend on whether or not I could trust the employer to not stigmatise me as well as how desperately I needed or wanted the job. I can cover my illness fairly well and wouldn't want to harm my chances of getting the job, if necessary.",1,1,4,"Yes",31,"Cis-woman","United States of America"
"26-100",1,2,1,1,1,1,4,3,3,3,3,3,1,3,"That would be career suicide",2,"That would be career suicide",5,4,4,"No",34,"male","United States of America"
"500-1000",1,1,4,2,1,1,2,2,2,1,1,1,1,3,"Not being sure about privacy.",2,"Not being sure about privacy and consequences",1,2,1,"No",45,"m","Ireland"
"100-500",2,3,2,1,1,2,1,1,1,2,1,2,1,2,"If it was going to impact my ability to perform my job, I would feel obligated to let them know.",3,"If it was going to affect the ability to do my job, I would feel obligated to let them know.",2,5,1,"Yes",43,"Male","United States of America"
"26-100",1,3,2,1,1,2,2,2,1,1,1,2,1,1,"",1,"",1,2,1,"No",29,"male","United States of America"
"100-500",1,3,2,1,1,2,2,2,2,1,1,1,1,1,"The job I go for require a lot of travel, and a physical health issue might impact their belief in my ability to complete my job.",2,"You never know. And the last thing you want in an interview is an armchair psychologist telling you ""you just need to try harder""",5,3,3,"Yes",27,"Genderqueer","United States of America"
"100-500",1,3,2,3,2,2,5,2,2,1,1,2,1,2,"I feel dishonest if I do not disclose things up-front",1,"Mental health stigmas mean that I feel uncomfortable discussing mental issues up front",1,1,2,"Yes",37,"Male","United States of America"
"100-500",1,3,2,1,1,1,6,3,1,1,2,3,1,1,"Depends on the ability to do the job. If it has no bearing, then I wouldn't discuss it. If I needed accommodations to do the job, I may.",2,"Stigma. Fear of not getting the job. ",1,3,4,"Yes",41,"non-binary","United States of America"
"26-100",1,3,2,1,1,1,3,1,1,3,3,1,1,1,"I've never had a physical health issue before, so I don't know if I would.",2,"Seems like TMI, and I don't want any doubts about my effectiveness as an employee.",1,2,1,"Yes",30,"woman","United States of America"
"26-100",1,3,3,1,1,1,5,2,1,3,2,1,1,2,"",1,"",1,4,2,"Yes",28,"male","United States of America"
"More than 1000",1,4,3,1,3,1,6,2,1,1,3,3,1,1,"It depends on what the issue was, if it was chronic or acute, etc. (if acute, probably wouldn't even mention it. Then again, if chronic, might be concerned that it would bias against them hiring me.)",2,"I'd be worried it would bias them against hiring me.",3,4,2,"No",28,"Male","United States of America"
"6-25",1,1,1,1,1,1,4,2,1,3,3,1,1,1,"I would have to read the room, it would  depend on how much i feel an employer expects of me.",2,"stigma",1,1,4,"No",22,"male","United Kingdom"
"26-100",1,3,4,1,3,1,1,1,1,1,1,2,1,1,"Depends on how acute the issue was",1,"Depends on the acuteness of the problem ",1,1,2,"No",31,"M","United States of America"
"26-100",1,2,1,1,1,3,5,2,2,3,3,3,1,2,"Full disclosure",2,"Prejudice ",1,2,5,"No",29,"Male","United Kingdom"
"100-500",1,2,4,1,1,1,2,2,2,3,3,3,1,3,"It's non of their business. ",2,"",3,4,2,"No",33,"male","Israel"
"100-500",1,4,4,1,1,1,1,2,1,1,2,1,1,3,"Unsure of how they woud react.",2,"Unsure of how they woud react.",3,4,3,"No",37,"male","Germany"
"100-500",1,4,3,1,3,1,6,1,1,1,2,2,1,2,"",1,"",1,2,1,"No",42,"Male","United States of America"
"6-25",1,4,4,1,1,2,2,3,3,2,1,3,1,3,"I feel that an interview is not enough time for an employer to make a rational judgement about whether or not the candidate can still do the job they're asking. I would not disclose my mental health condition to employers during an interview but perhaps prior to accepting an offering.",2,"Same as above,",3,2,3,"Yes",31,"male","United Kingdom"
"26-100",1,3,2,2,2,1,6,2,2,1,2,2,1,1,"",1,"",3,4,2,"No",29,"male","Canada"
"More than 1000",1,3,2,1,1,1,1,1,1,1,2,1,1,1,"i don't know",1,"it depends. my current job, i made an offhand reference to my therapist in the cover letter. but i also believed myself woefully underqualified at the time so I can't vouch for having taken the application completely seriously.",2,1,1,"Yes",40,"cisdude","United States of America"
"26-100",1,4,4,1,3,2,2,2,2,1,1,2,1,1,"Depends in the interview, would it be relevant at that point, am I seriously interested in the job or not",1,"Same answer as physical",1,5,1,"Yes",46,"Female","Netherlands"
"100-500",2,3,4,2,3,2,1,1,1,1,1,2,1,2,"If the health issue was severe enough to affect my work, waiting to reveal it until after job start could easily result in resentment. All cards on the table.",1,"Bit more taboo about mental health issues. At my last interview I did mention that I only worked well with interesting tasks (let's call it a light case of ADHD), but I did not problematize it.",1,1,1,"No",43,"Male","Denmark"
"6-25",1,2,4,1,1,1,6,3,1,3,3,1,2,3,"Your not get the job",2,"Your not get the Job",5,3,4,"No",32,"M","United Kingdom"
"More than 1000",1,3,2,1,2,1,1,2,1,1,3,1,1,2,"Being open usually is the best",2,"Bad experience",3,4,1,"Yes",40,"Male","Netherlands"
"26-100",2,2,3,1,1,1,3,1,1,1,2,1,1,1,"",1,"",1,1,5,"Yes",38,"Male","Germany"
"100-500",1,2,1,1,1,1,4,2,1,1,2,1,1,1,"",2,"Because I wouldn't get the job.",5,2,3,"Yes",32,"Male","United Kingdom"
"More than 1000",2,4,3,1,1,3,5,3,2,3,3,3,1,1,"",1,"",3,4,2,"No",37,"male","Mexico"
"6-25",1,2,4,1,1,1,1,1,1,1,1,2,1,2,"",3,"",1,1,2,"No",24,"Male","United States of America"
"More than 1000",2,4,3,1,1,1,4,3,1,3,3,3,1,1,"If I really wanted the job I wouldn't necessarily bring it up until I knew that I was actually getting the job. I realize that legally I can't be discriminated against, but the odds would be against me.",2,"Same as above.",1,2,5,"No",34,"Female","United States of America"
"100-500",2,3,2,1,2,1,3,1,1,1,2,1,1,2,"Because they should know up front and it is illegal for them to not hire someone because of a physical impairment or issue",2,"I wouldn't unless it was an obvious issue. ",1,2,1,"Yes",32,"Male ","United States of America"
"1-5",1,2,1,1,1,1,1,2,2,3,3,1,2,3,"denial of job oportunity",2,"denial of job",1,1,1,"No",29,"male","Romania"
"More than 1000",1,1,4,3,3,1,1,1,1,1,2,1,1,3,"I don't feel that its relevant to my getting hired",2,"I don't feel like it's relevant to getting hired",2,1,1,"No",20,"Male","United States of America"
"More than 1000",2,3,2,2,1,2,5,2,1,1,1,3,1,2,"It wouldn't have a bearing on my employability.",1,"I feel it could have a bearing on if I got an offer of employment even though it is illegal to discriminate based on mental health issues. ",1,2,1,"No",41,"male","United States of America"
"6-25",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I'm not sure it's relevant. I don't want to overshare my personal life at a job interview.",2,"Definitely not, because I wouldn't want them to discount my ability to do the job well and mental health has much more stigma around it than a physical problem.",2,2,1,"Yes",33,"female","United States of America"
"26-100",1,4,4,1,3,1,2,1,1,1,1,2,1,2,"",2,"",3,1,1,"Yes",25,"male","United States of America"
"More than 1000",1,3,3,2,1,2,5,3,1,2,1,3,2,2,"To ensure I received proper accommodations if they were needed",2,"Telling  someone that's interviewing me that I have clinical depression, generalized anxiety disorder, PTSD, autism spectrum disorder, and ADD would bring a lot of stigma. I doubt they'd think I could handle the job, or they'd think I couldn't work well on a team. 

The trust hasn't been built yet. Maybe if the company was really upfront about caring about mental illness, and had people in leadership with mental illnesses, then I'd probably feel comfortable speaking about them during the interview.",1,5,3,"Yes",24,"Genderflux demi-girl","United States of America"
"100-500",1,4,3,1,3,1,6,1,1,2,1,1,1,3,"I don't feel it could help my chances in any way and could hurt my chances",2,"Same reason",1,1,1,"Yes",39,"Male","United States of America"
"500-1000",2,3,2,2,2,2,2,2,1,3,3,2,1,2,"I would feel it important that a potential employer know of any limitations I may have in being able to do the job",2,"I would consider it something private that I would manage privately.",3,4,1,"No",39,"Male","United Kingdom"
"6-25",1,2,3,1,1,1,2,2,2,2,1,1,1,1,"Haven't been in that situation, so I really don't know",1,"",1,2,1,"No",31,"male","Denmark"
"1-5",1,1,1,2,2,2,1,1,1,2,1,2,1,2,"",1,"",3,4,4,"Yes",37,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,5,2,1,1,2,3,1,2,"If it required hospital treatment or medication. Only feels right they should be aware. ",2,"Based on my current employer. They would just see as a reason to take leave or that they cannot push you to the limits it companies like to do for little thanks.",3,1,3,"Yes",42,"Male","United Kingdom"
"26-100",2,4,3,1,1,1,6,2,1,3,2,3,1,3,"",2,"",3,2,2,"Yes",30,"M","United States of America"
"More than 1000",1,3,4,1,3,1,6,1,1,3,3,1,1,3,"Fear of failing interview",2,"Fear of failing the interview",3,4,2,"No",30,"male","Canada"
"26-100",1,3,4,1,1,1,4,3,1,1,3,1,1,2,"If it's obvious, I would have to prove I can do the job.",2,"If they don't have to know, there's no possible way it can impact their hiring decision",3,4,4,"No",33,"Male","United States of America"
"More than 1000",2,1,3,3,3,1,3,2,2,1,3,1,1,2,"Because it may have some significant impact on my performance if I am not accomodated accordingly.",3,"Because it may have some significant impact on my performance if I am not accomodated accordingly.",1,2,4,"No",31,"Male","United States of America"
"More than 1000",2,3,2,1,1,2,5,3,3,3,3,3,1,3,"",2,"",3,4,4,"Yes",39,"Female","United States of America"
"26-100",2,2,4,1,1,2,6,1,1,2,1,2,1,1,"",1,"",5,1,1,"No",27,"m","Germany"
"6-25",1,2,1,1,1,1,6,2,2,3,3,3,1,2,"If it will directly impact my ability to perform my duties on some days, then it's only fair to be honest about it.",3,"Same as the physical. If it would impact my performance, it's only fair to be honest about it.",1,2,1,"No",31,"Male","United States of America"
"More than 1000",1,3,2,1,3,1,4,2,1,1,3,3,1,1,"I would be concerned that it would affect my chance of getting the job.",2,"I would be concerned that it would affect my chance of getting the job.",1,2,1,"Yes",30,"Female","United States of America"
"26-100",1,3,4,2,1,2,1,1,1,1,1,2,1,1,"I would avoid it as much as possible to put myself in the best possible light.",2,"Would expect not to be hired if honest about mental health issues",3,2,2,"Yes",34,"male","United States of America"
"6-25",1,1,1,1,1,1,3,2,1,1,3,1,1,1,"Fear that I would not make it through the interview process. Would tell after being hired.",2,"Fear of not making it through interview process due to stigma.",3,1,5,"No",20,"female-bodied; no feelings about gender","Canada"
"More than 1000",1,4,4,1,1,1,5,2,2,3,3,1,1,1,"To be upfront in case the ADA Act were to apply to my employment there.",2,"That is not something I would be open about unless I felt it was safe to do so, and I could not determine that during the short amount of time of an interview.",1,2,2,"Yes",50,"female","United States of America"
"1-5",2,2,4,1,1,3,4,3,3,3,3,1,1,3,"",2,"",5,3,1,"No",22,"Male","United States of America"
"100-500",1,3,2,1,1,1,2,2,1,3,2,1,1,3,"Not needed",2,"Personal issue",1,2,2,"No",41,"Male","Spain"
"26-100",1,2,4,1,1,1,2,1,1,1,3,1,1,3,"in order to keep a normal image of myself",2,"see above",1,2,1,"No",37,"male","Germany"
"100-500",1,3,2,2,2,2,1,1,1,3,2,2,1,1,"Fear that it would affect my chances of getting hired.",2,"Same reason.",3,4,2,"Yes",32,"m","United States of America"
"6-25",1,3,4,2,3,2,2,1,1,2,1,1,1,1,"If I really need the job, I wouldn't take the risk. If I'm just looking for a better job, I would tell, because it's not a better job if they reject me for it.",1,"Same as physical",1,5,1,"No",38,"M","Netherlands"
"6-25",1,3,3,1,1,1,6,2,1,3,3,1,1,1,"",2,"Stigma",5,4,1,"Yes",27,"Male","United States of America"
"1-5",2,2,3,1,3,3,4,3,2,3,3,3,1,3,"Who's going to hire a ""head case""?",2,"The goal is to get hired, not tossed in the bin.",3,4,4,"Yes",37,"f","United States of America"
"6-25",2,4,4,1,1,1,4,3,3,1,1,1,1,3,"I would be worried that the employer would consider the problem a liability",2,"I would be worried that the employer would consider the problem a liability",3,4,3,"No",30,"Female","United States of America"
"More than 1000",1,2,4,1,3,1,5,3,1,3,3,1,1,2,"",2,"",3,4,1,"Yes",21,"Male","United States of America"
"More than 1000",2,4,3,1,2,1,3,2,1,3,3,3,1,2,"",1,"",3,2,3,"Yes",21,"male","United States of America"
"More than 1000",2,3,3,2,2,2,2,2,2,3,3,1,1,2,"If it would affect my ability to do the work I believe it would be relevant",1,"stigma",3,4,2,"No",46,"male","United States of America"
"500-1000",1,3,2,2,2,1,2,1,1,2,1,3,1,2,"I've previously been punished for taking care of my physical health after a bike accident. I do not want to be in that situation again, so I would bring up any issues I had while interviewing.",1,"Many people still disbelieve that adult ADHD is a thing — if I suspected a  potential employer had problems I might try to suss them out before taking a job.",1,1,2,"Yes",28,"cis man","United States of America"
"100-500",2,3,4,1,1,2,6,3,3,3,3,3,2,3,"You cannot enforce respect for any group of individuals. Every place I have worked care about performance and social integration. ",2,"It is illegal to not hire someone for having a mental disorder, but it is perfectly legal, from what I understand,  to not hire them for indirect effects of their disorder. I would not have gotten my current job if I briught up my mental illnesses. ",3,4,4,"Yes",26,"","United States of America"
"More than 1000",1,3,3,3,2,2,3,3,3,3,3,1,1,1,"If I felt the issue would not interfere with my performance I would not bring it up. ",2,"Without knowing the employer's stance in mental health issues I would be reluctant to do anything that might jeopardize the interview. ",3,4,2,"No",44,"Male","United States of America"
"1-5",1,4,3,3,1,1,2,2,1,2,1,2,1,2,"",1,"I would be afraid they would let me go if they found out about any mental health issues I would have.",1,2,5,"No",35,"female","United States of America"
"26-100",1,3,2,2,2,2,6,1,1,1,1,1,1,2,"Physical health issues are unlikely to impact tech work and should be easy to accommodate",2,"I don't know how a potential employer would react, and whether they would feel accommodating a mental health issue would be considered too difficult",1,1,1,"Yes",39,"Male","United States of America"
"More than 1000",2,4,3,3,3,1,6,2,1,3,2,1,1,2,"If it would impact my work in any way",1,"Maybe, it's the stigma",3,2,1,"Yes",37,"Female","United States of America"
"100-500",2,2,4,1,1,1,3,2,2,3,3,1,1,2,"If the physical health issue affected my ability to do the job yes I would. If not then I wouldn't. ",1,"If it applied I would consider it",3,4,4,"No",35,"Male","United States of America"
"More than 1000",1,3,2,1,3,2,5,3,2,3,3,1,1,1,"Fear of unintentional discrimination/negative bias",2,"Fear of negative bias *and* no benefit in bringing it up ",3,4,2,"Yes",29,"Female","United States of America"
"26-100",1,4,4,3,3,1,3,2,1,1,2,1,1,1,"I'd probably mention it after I was hired, once I knew I was safe.",2,"It wouldn't be worth it in case it somehow did impact the hiring process. Again, it's something I'd rather bring up later or not at all.",3,2,1,"Yes",21,"Male (cis)","United States of America"
"26-100",1,3,2,1,2,2,4,3,2,1,2,3,1,2,"I'm hard of hearing which is important to mutually understand in the interview process. Also is a good test of being accommodating or not. ",2,"",1,1,3,"Yes",26,"Female","United States of America"
"100-500",1,3,3,2,1,2,2,1,1,2,1,3,1,3,"",2,"",1,1,1,"Yes",35,"male","Germany"
"100-500",2,3,2,2,2,1,2,2,2,2,1,2,1,3,"Wouldn't seem relevant that early. I would ask questions to get a feel for how accepting the company is. ",2,"I would first observe and ask questions to get a feel for how open and accepting the company is. ",4,1,3,"Yes",56,"M","United States of America"
"26-100",1,1,3,1,1,1,2,2,1,2,1,2,1,2,"",1,"",3,1,5,"No",24,"male","United Kingdom"
"More than 1000",1,2,3,1,1,1,2,3,2,3,3,1,1,3,"It has nothing to do with the future job responsibilities ",2,"",5,2,2,"No",37,"Male","Ireland"
"26-100",2,2,2,1,1,1,4,3,2,2,2,3,2,1,"It may cause them to think I won't be able to perform at my job 100%.",2,"Stigma.",1,2,4,"Yes",27,"female","United States of America"
"1-5",1,4,4,1,3,1,5,1,1,1,1,1,1,1,"It would depend on what the job duties were and how comfortable the person interviewing made me feel.",2,"Some people dont take mental health serious and might think I am incapable of doing the job.",1,1,1,"Yes",39,"female","United States of America"
"100-500",1,3,2,1,3,1,4,3,1,3,3,1,1,1,"To make sure that appropriate accommodations could be made. ",2,"Because they probably wouldn't hire me.",3,4,4,"No",34,"Male","United States of America"
"More than 1000",2,2,1,1,2,2,1,1,1,2,1,3,1,2,"",1,"I might be reluctant in an interview as there is still a bit of a stigma...",1,2,3,"Yes",33,"Male","United Kingdom"
"1-5",1,2,4,1,1,3,5,2,2,3,3,1,1,1,"Worried about how they will look at me after",2,"Cos I would really want the job they might get employ someone with mental health issues",3,4,1,"No",22,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,2,1,1,1,2,1,1,1,"",1,"",1,2,1,"No",25,"Female","United Kingdom"
"More than 1000",2,4,4,1,1,1,1,1,1,1,2,1,1,1,"Depends on potential impact on job",1,"Again relevancy - would it impact my work",1,1,1,"No",34,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,3,3,2,1,3,3,2,3,"As it may inhibit my chances of getting the position.",2,"It may inhibit my chances of getting the position.",3,4,4,"No",30,"male","United Kingdom"
"26-100",1,2,4,1,1,1,5,2,2,1,2,1,1,1,"it's important that a potential employer has a full idea of you as a potential employee to make an informed decision",1,"allowing the interviewer full disclosure to make an informed decision",1,2,2,"Yes",37,"male","United Kingdom"
"6-25",1,2,4,1,1,3,5,3,2,3,3,3,1,3,"I'd feel that it'd make me less apt for the job I'm applying in comparison to others.",2,"I'd make me look weaker and less apt.",3,4,2,"No",26,"Male","Chile"
"More than 1000",2,3,2,2,2,1,6,1,1,1,1,2,2,1,"Although I know in some places employers are not supposed to discriminate against candidates due to ability status, some still do. If and only if it were something that would require significant accommodations or if it was a visible disability, like a wheelchair, would I bring it up.",2,"I would fear that I wouldn't get the job because people would see it as a burden that could lead to problems with my employment.",3,2,4,"Yes",29,"female","United States of America"
"6-25",1,2,4,3,3,3,4,3,1,1,3,3,1,1,"I fear of receiving negative responses",1,"",1,3,4,"No",29,"male","Chile"
"26-100",2,2,1,1,1,1,5,2,1,1,3,1,1,1,"I wouldn't want to attach a negative stigma to myself during an interview",2,"I wouldn't want to attach a negative stigma to myself",1,2,3,"Yes",27,"Male","United Kingdom"
"6-25",2,2,4,1,1,1,3,3,1,3,1,1,1,2,"",2,"because i'd be scared they dismiss me politely ",5,2,1,"Yes",27,"female","Chile"
"More than 1000",2,4,4,2,2,2,2,1,1,1,1,2,2,1,"Deafness can be viewed as a physical health issue, and not many employers are willing to go out of their way to accommodate that.",3,"It's important for the employer to know about my needs so they can accommodate them.",3,4,5,"No",23,"Male","United States of America"
"More than 1000",1,4,2,1,2,2,1,1,1,3,1,1,1,1,"If it's going to impede my ability to work, sure",1,"If it has an effect on my ability to do work, then yes. Otherwise, it's not their business",2,1,1,"No",24,"female","United States of America"
"1-5",2,2,4,1,1,3,1,1,1,2,1,2,1,1,"As I don't suffer from anything particularly serious it's hard to imagine, but if I did I feel more as if I would be compelled to state this; as if it was likely to affect my ability to work I would want to be upfront about it. If it didn't affect my ability to work I might avoid mentioning it straight away to mitigate the chance of negative concequences",1,"See above",1,5,1,"No",28,"Male","United Kingdom"
"6-25",2,4,3,1,1,1,6,2,1,3,2,3,1,2,"To be upfront about any time off",2,"I think it would put me at risk of not getting the job.",3,4,1,"Yes",22,"Male","United States of America"
"26-100",1,2,2,1,1,3,2,2,2,3,3,3,1,1,"",1,"It might reflect poorly on me as a candidate; all else being equal, it seems that an employer would want to hire a worker with no chronic mental health problems than one with chronic mental health problems.",3,1,2,"No",32,"Male","United States of America"
"6-25",1,4,4,1,3,1,5,2,1,2,2,1,1,1,"Bias towards something that may not be relevant to the work",1,"Bias/stigma",1,1,2,"Yes",35,"female","United States of America"
"26-100",1,3,2,1,3,1,1,2,1,3,1,1,1,2,"An employer should know any limitations you have.",3,"Same Answer, an employer deserves to know your limitations.",2,1,1,"Yes",26,"Male","United States of America"
"More than 1000",1,2,2,2,2,1,5,3,3,3,2,3,1,3,"they might think that i am not capable to work. I am also a migrant and this is adds up.",2,"Employers don't offer jobs to people with mental health issues due to stigma",3,4,3,"Yes",31,"female","United Kingdom"
